document_index,document_text,generated_keyphrases
813,Have to go to a occupational services place for a drug test. Yet they don't know what the heck is going on. Just great! #blah #😡,"frustration, confusion, anxiety, resentment, displeasure, stress, uncertainty, annoyance, anger, discontent"
814,@user Too true- my logic was blinded by outrage ......,"frustration, outrage, self-awareness, regret, emotional bias, acknowledgment of error, intense emotion, reflective mood"
815,Black people music always has that awful little tstsststsststss sound it really bothers me.,"negative sentiment, discomfort, annoyance, criticism of music, racial stereotype, offensive language, cultural insensitivity, emotional irritation"
816,@user @user @user Are u serious ?!?! Wow 😳,"surprise, disbelief, shock, amazement, confusion, emotional intensity, informal tone, expressive punctuation, emoji usage"
817,Today I'm #grateful for\n\nMy car\nMy phone\nMy thumbs\nGoing on walks\n@Twitter \n\nWhat are you grateful for today?,"gratitude, thankfulness, appreciation, contentment, positivity, mindfulness, joy, simple pleasures, daily blessings, self-reflection, connection, well-being"
818,So it's a proper test match Day-2 now :) ttv' s team responds to yesterday's attack from #AIADMKMERGER team:) #entertaining to be honest,"competitive spirit, team rivalry, enthusiasm, playful banter, excitement, engagement, sportsmanship, friendly competition, anticipation, positive energy"
819,@user @user I'm in tears. This is so heartbreaking 😭,"heartbreaking, emotional pain, deep sadness, tears, distress, grief, sorrow, emotional overwhelm, upset, empathy"
820,@user Know how much in movie sales now&amp; forever in the future that the actors &amp; singers talking their crap about Trump Americans lost?,"anger towards actors and singers, frustration with political commentary, concern about financial impact, criticism of anti-Trump statements, patriotic sentiment, resentment over perceived loss, disapproval of celebrity opinions, emotional response to political discourse"
821,we mourn the death of our hopes today #james,"mourning, loss, grief, sadness, disappointment, hopelessness, emotional pain, sorrow, lamentation, despair"
822,@user I wonder if she's married at all or frustrated 😠 with men she came across,"curiosity about marital status, frustration with men, emotional uncertainty, speculation about relationship status, expressing anger, questioning personal relationships, emotional frustration, interpersonal doubt"
823,@user So funny!!!!!!!!! #lol   #clever,"humor, amusement, excitement, joy, laughter, playfulness, enthusiasm, lightheartedness, fun, cheerfulness"
824,@user Horrible CNN interview.  U can't talk urself out if a paper bag. U don't even buy the crap that was coming out of ur mouth. 👎,"frustration, disappointment, criticism, anger, disbelief, mockery, contempt, disapproval, sarcasm, negative feedback"
825,Should I change my layout too? This one looks pretty depressed 😂,"self-reflection, uncertainty, humor, self-deprecation, mild sadness, playful tone, emotional ambivalence, casual questioning, lightheartedness, emotional expression"
826,"@user Not just SATS. GCSE as well lost 5 marks because missed a coma, answer correct #annoyed","frustration over minor mistake, annoyance at losing marks, disappointment in exam results, irritation about punctuation error, feeling unfairly penalized, stress about academic performance, concern over attention to detail, emotional response to grading, regret over small error, academic pressure"
827,@user It just reminds us of the 90s &amp; early 00s. 'I'll have a pinot grigio' still makes us shudder.,"nostalgia, 90s and early 2000s memories, mild discomfort, cringe, humor, social commentary, cultural reference, lighthearted critique, shared experience, casual conversation"
828,I think I have anger issues 😐,"self-awareness, emotional struggle, anger issues, frustration, introspection, emotional conflict, concern about behavior, emotional honesty, personal challenge, mild distress"
829,"@user Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too...","disappointment, dissatisfaction, negative experience, cheap quality, unpleasant taste, lack of interest, casual attitude, humor, informal tone, criticism"
830,@user Anything to keep you from destroying this country you're #makingamericastupid #sad,"frustration, disappointment, concern for country, criticism, anger, patriotism, sadness, political dissatisfaction, fear of decline, emotional plea"
831,@user #crap sorry but doesn’t work,"apology, frustration, disappointment, informal tone, negative feedback, user interaction, expressing dissatisfaction"
832,all this anger is making me tored and there's literally no reason to stay up for this shitshow,"anger, frustration, exhaustion, disillusionment, resentment, weariness, emotional fatigue, disappointment, stress, overwhelm"
833,Feeling blind. New specs please? 😰,"feeling blind, need for new glasses, anxiety about vision, concern about eyesight, urgency for new specs, visual impairment worry, seeking help for vision, emotional distress about vision"
834,@user I used the wrong fowl sorry I'm a #disappointment please #killme,"apology, self-deprecation, regret, disappointment, humor, sarcasm, self-criticism, embarrassment, frustration, seeking sympathy"
835,Even the devil was once an Angel. #TuesdayThoughts #change #think #devil #Angels #anxiety #WordsOfWisdom,"transformation, duality of nature, change and growth, reflection, inner conflict, hope, redemption, struggle with anxiety, philosophical thought, self-awareness, motivation, inspiration, Tuesday thoughts, words of wisdom"
836,I definitely know my karaoke song now so hmu and it's by Britney shocking,"excitement, anticipation, confidence, playfulness, enthusiasm, joy, casual invitation, pop culture reference, fun, lightheartedness"
837,Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11,"remembrance, mourning, grief, loss, tribute, prayer, peace, commemoration, anniversary, terrorist attack, condolence, respect, reflection, sympathy, sorrow"
838,Going to bed with dry and clean hair. #blessing,"contentment, gratitude, comfort, self-care, relaxation, peacefulness, satisfaction, well-being, simple pleasures, personal happiness"
839,@user @user @user @user @user Bitch played every role she ever did exactly the same.  #dull,"criticism, disappointment, frustration, negative review, monotony, lack of originality, boredom, displeasure, repetition, negative sentiment"
840,"@user i did, i cried from laughter way too much HAHAHAHAHHAHAHAHAAHGAHAHA 😅😅","joyful laughter, amusement, hilarity, overwhelmed with laughter, expressing happiness, lightheartedness, funny moment, emotional release through laughter, exuberance, playful mood"
841,"Geraldo At Large is an effortless, intelligent entertainment, and a fabulous, fun-filled start to the hugely lucrative franchise. #PraiseFOX","effortless entertainment, intelligent entertainment, fabulous show, fun-filled experience, positive review, praise for Geraldo At Large, enthusiastic endorsement, start of lucrative franchise, entertaining and smart, highly enjoyable program"
842,@user @user you mean the 🍊🤡 didn't tweet the correction...? #shocking,"sarcasm, disappointment, mockery, surprise, skepticism, frustration, irony, accusation, criticism, social media commentary"
843,mood: kinda bitter bc lee hi didn't appear in jaewon debut mv,"bitterness, disappointment, sadness, resentment, frustration, emotional letdown, unfulfilled expectations, missing presence, nostalgia, melancholy"
844,"You can treat someone like a king, a queen, like they're the center of your universe and they will still shit on you lol\n\n#mood #pessimist","disillusionment, betrayal, unreciprocated affection, emotional pain, cynicism, pessimism, frustration, resentment, feeling unappreciated, emotional vulnerability, sarcasm, bitterness, relationship disappointment, emotional exhaustion, lack of gratitude"
845,Featuring grilled halibut with a lime basil crust and a yellow tomato and lobster coulis #yummy #seafood,"delicious seafood, grilled halibut, lime basil crust, yellow tomato, lobster coulis, gourmet meal, appetizing, fresh flavors, culinary delight, yummy, savoring food, food enthusiasm, luxurious dining, taste excitement"
846,Bring back the scratch and sniff Avon books. Then yer da sells Avon wouldn't even be an insult,"nostalgia, humor, sarcasm, frustration, desire for revival, cultural reference, playful insult, sentimentality, critique of social perception"
847,The real question is why am I still up!? #cantsleep #restless,"insomnia, restlessness, anxiety, sleeplessness, frustration, overthinking, nighttime wakefulness, difficulty sleeping, unease, mental unrest"
848,'Pope fuming after police broke up drug-fuelled Vatican priest gay orgy' \nAts some headline,"anger, disgust, shock, outrage, disapproval, scandal, betrayal, moral outrage, disappointment, controversy, indignation, frustration, disbelief, concern, embarrassment"
849,I am furious. It is nearly 1pm and we still haven't signed another player. #getyourchequebookoutchairman,"anger, frustration, impatience, disappointment, urgency, demand for action, exasperation, criticism of leadership, desire for player signing, sports fan dissatisfaction"
850,I just #revenge killed a red ant for biting my son's finger. #iammommabearhearmeroar 🔪🐜🗡,"protective maternal instinct, anger and retaliation, defense of family, fierce love, parental protectiveness, justified revenge, emotional response to harm, assertive action, mother's fierce reaction, symbolic justice"
851,The person I love can irritate me the most I swear,"love and irritation, emotional conflict, affection and annoyance, complex feelings, intense emotions, love frustration, emotional paradox, relationship dynamics, mixed feelings, affectionate irritation"
852,And this kind of thing happens bc certain ppl play victim bc of their gender which is horrid. Own up to your mistake and apologize for it.,"frustration, accusation, gender bias, victim mentality, demand for accountability, call for apology, disapproval of behavior, emotional confrontation"
853,#worry leads to tension and pressure #prayer leads to peace,"worry, tension, pressure, prayer, peace, emotional contrast, stress relief, spiritual comfort, mental calmness, anxiety vs tranquility"
854,I've been awake for 451 days 23 hours and I'm sleepy and tired #weary #raspberrypi #nodered #bot #iot #sunshinecoast,"exhaustion, fatigue, sleep deprivation, weariness, tiredness, long duration awake, mental fatigue, physical tiredness, need for rest, persistent wakefulness, emotional exhaustion, overwork, burnout, desire for sleep, chronic tiredness"
855,@user I didn't. We all went out and got pissed down the local instead. 😄,"casual outing, drinking with friends, relaxation, fun, socializing, informal gathering, enjoyment, lightheartedness, humor, cheerfulness"
856,Not being able to jump on #mechwarrioronline is killing me . #awful #internet,"frustration, disappointment, impatience, internet connectivity issues, gaming interruption, annoyance, desire to play, online gaming frustration, feeling stuck, technical difficulties"
857,@user @user Goal posts moved out of America &amp; inching closer to #Russia #horrific. #treason,"anger, betrayal, fear, patriotism, concern about national security, accusation of treason, political frustration, alarm, disapproval, anxiety about geopolitical shifts"
858,"Daughter, her husband and kids caught a boatload of red snapper &amp; mackerel off Port Aransas... we enjoyed the #fish feast #delicious","family bonding, joyful fishing trip, successful catch, celebration, delicious meal, gratitude, togetherness, happiness, outdoor adventure, pride in accomplishment"
859,Ang cute ni grim reaper omg,"affectionate admiration, cute appreciation, playful tone, surprise, endearment, informal expression, positive emotion, lighthearted comment"
860,I'm still feeling some type of way about Viserion. #GameOfThrones #crying #stresseating,"nostalgia, sadness, emotional attachment, mourning, loss, grief, sentimentality, heartbreak, stress, comfort eating, emotional eating, fan emotion, TV show impact, Game of Thrones fandom, melancholy"
861,i leave in 3 days and just now remembered that my car has massaging seats :/ #crap,"regret, forgetfulness, last-minute realization, disappointment, missed opportunity, frustration, annoyance, self-reminder, travel preparation, car features, emotional letdown"
862,"We join our sister's in #SA as they mourn the death of a bright star #PrudenceMabele. RIP sis, till we meet again. #AfriFem","mourning, grief, loss, tribute, remembrance, sadness, condolence, respect, sorrow, farewell, sympathy, honoring a deceased, emotional support, solidarity, celebration of life"
863,"I respect facebook and them killing Snapchat. If you can't buy em, beat em #fb","respect for Facebook, competitive spirit, business rivalry, acquisition strategy, market competition, dominance in social media, aggressive business tactics, winning mentality, social media industry dynamics, competitive success, business competition, assertiveness, market leadership, strategic business moves, emotional respect, competitive drive"
864,.@AlistairBurtUK states that DfiD is working hard to ensure Palestine isn't funding terrorism #FCOQs,"concern about terrorism funding, efforts to prevent terrorism, government accountability, foreign aid oversight, security and diplomacy, counter-terrorism measures, Palestine funding scrutiny, official government statement, public reassurance, international relations"
865,Just finished playing Mystic Messenger. And I didnt expect the amount of angst in it! 〒▽〒\n #mysticmessenger #feels,"emotional intensity, angst, unexpected feelings, emotional impact, immersive experience, emotional rollercoaster, emotional engagement, emotional surprise, emotional depth, emotional storytelling, emotional connection, emotional vulnerability, emotional expression, emotional resonance, emotional journey"
866,"@user what are the current statistics concerning 'backdoor abortions'. If alarming, what preemptive measures are in place?","concern about backdoor abortions, seeking current statistics, alarm over unsafe abortions, interest in preemptive measures, public health awareness, emotional urgency, desire for informed action, fear of health risks, advocacy for safety, social responsibility"
867,Did you know the #moon is 400 times smaller than the #sun? #eclipse  #amazing  #SolarEclipse2017,"wonder, amazement, curiosity, interest in astronomy, excitement about solar eclipse, awe of celestial events, educational enthusiasm, fascination with space, celebration of natural phenomena"
868,bcuz of a photoshopped pic of chanbaek lea is gonna get kicked out of her house #tragic #heartbreaking,"photoshopped image, chanbaek, lea, getting kicked out, home eviction, tragic situation, heartbreaking event, emotional distress, family conflict, social media impact, false accusation, empathy, sadness, injustice"
869,@user Dont forget to eat you dinner nunna 😄,"friendly reminder, care and concern, informal tone, affectionate message, playful encouragement, positive emotion, casual communication, expressing care, lighthearted reminder, emotional warmth"
870,"@user This was one game I was looking forward too, server issues have spoiled the game, will not buy a CM game again","disappointment, frustration, anticipation, dissatisfaction, regret, server issues, negative experience, loss of trust, buyer remorse, gaming frustration"
871,Happy birthday🎉🎉❤️😘 @user I love and miss you bunches &amp; hope you have an amazing day beautiful!!🌞🌸💗💞,"birthday wishes, celebration, love, affection, missing someone, hope, positivity, warmth, friendship, joy, happiness, appreciation, compliment, emotional connection"
872,I just remembered I made a presentation of the top 100 male idols out of anger after seeing that siwon was first,"resentment, competitive spirit, frustration, admiration, surprise, determination, passion, disappointment, pride, motivation"
873,nothing happened to make me sad but i almost burst into tears like 3 times today¿,"emotional vulnerability, unexpected sadness, near tears, emotional sensitivity, feeling overwhelmed, emotional fluctuation, internal emotional struggle, unexpected emotional response, emotional fragility, momentary sadness"
874,I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless,"excitement, admiration, inspiration, pride, awe, celebration, motivation, enthusiasm, respect for athletic achievement, joy, encouragement, determination, relentlessness"
875,Think of the amount of hatred necessary to commit this type of crime-it should be a capital offense.No bail.Laws were meant to protect.,"hatred, crime severity, capital offense, no bail, justice system, law enforcement, protection, anger, moral outrage, punishment, public safety, legal consequences"
876,"@user @user You really need better source info and avoid the fake news, it has clouded even the obvious","frustration, disappointment, concern about misinformation, distrust, urgency for accurate information, criticism of sources, warning against fake news, emotional appeal for clarity"
877,Happy #NationalFrenchFryDay ! Although I'm not so in the fried thing but I like have a frie once in a while! Have a #beautiful #thursday !❤,"celebration, happiness, casual enjoyment, moderation, appreciation, positivity, friendly greeting, holiday spirit, food enjoyment, lightheartedness"
878,The courts are really going to frown upon #butheremails as a defense. #Trump has to be impeached. The rest of the Kremlin clan get a jury.,"legal skepticism, judicial disapproval, political accountability, impeachment urgency, criticism of defense strategy, distrust in political figures, demand for justice, political controversy, emotional intensity, public outrage"
879,@user @user Told you ! It's basically another iron man but a cheaper version 😂,"humorous, sarcastic, playful teasing, comparison, lighthearted criticism, informal tone, mocking, joking, casual conversation, expressing amusement"
880,@user That brown waist coat was a NO 😂,"humorous critique, fashion disapproval, playful teasing, informal feedback, lighthearted sarcasm, social media banter, expressing dislike, casual commentary, emotional reaction to clothing, funny negative opinion"
881,Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ...,"affection for cats, playful tone, joyful expression, cute pet admiration, love for animals, happy mood, pet owner pride, fun and lighthearted, adorable cat moments, positive vibes"
882,@user @user @user McNabb at times started out bad the defense made plays the offense found rhythm,"initial struggle, defensive effort, offensive rhythm, team resilience, game momentum shift, overcoming adversity, sports performance, competitive spirit"
883,you take horrible dick pics @user,"criticism, disapproval, frustration, embarrassment, humor, mockery, informal language, direct address, negative feedback"
884,@user I said that once and my pals ripped me a new arsehole 😊,"humor, self-deprecation, friendship, light-hearted teasing, casual conversation, playful banter, informal language, emotional resilience, social interaction, expressing vulnerability with humor"
885,That person that #TalksTooMuch it becomes fucking #frustrating &amp; you get #mad but u have to pretend ur interested cos ur a nice person,"frustration, annoyance, anger, irritation, pretending interest, politeness, social discomfort, emotional suppression, feeling overwhelmed, being considerate"
886,PUPPY FOR ADOPTIONS !!! Happy pics!! Please SHARE for exposure! Put out the word to good adopter prospects!...,"joyful announcement, hopeful appeal, excitement, encouragement to share, seeking good homes, positive emotion, enthusiasm, community involvement, caring for animals, urgent call to action"
887,They've cleared the warehouse floor at work and there's sooo much beautiful smooth concrete 😭,"excitement, joy, appreciation of beauty, enthusiasm, awe, positive surprise, emotional expression, delight, satisfaction, workplace improvement"
888,I'll control my #anger... if you can manage your #stupidity. #TeamFollowBack #相互フォロー #fact #figuremeout,"anger, frustration, sarcasm, challenge, conflict, assertiveness, irritation, provocation, emotional control, mockery"
889,@user Thank you so much Promila aunty 😃,"gratitude, appreciation, thankfulness, warmth, friendliness, positive emotion, politeness, affection, joy, respect"
890,@user Not good. Rats nest get rid of them before they chew your wiring $$$$. I also heard they hate the smell of pine sol.,"concern about rats, warning about damage, financial loss, advice to remove rats, dislike of rats, suggestion to use pine sol, preventive action, emotional distress, urgency to act"
891,@user Inside job so modi can show more tantrums,"accusation of insider involvement, criticism of Modi, expression of frustration, political discontent, implying manipulation, emotional outburst, anger towards leadership, distrust in political actions"
892,"Ask yourself this:\nIf the algae appears to be gone, is it really?\nIs it worth the risk?\n #algae #water #toxic #threat #methane #cancer","uncertainty, caution, risk assessment, environmental concern, health risk, toxic threat, fear of cancer, doubt, environmental awareness, potential danger"
893,That morning when you get half-way to work and THEN realize the 4 year old is still in the back seat.  #backtrack,"shock, panic, fear, realization, anxiety, guilt, alarm, urgency, concern, disbelief, stress, parental worry, sudden awareness, emergency, regret"
894,@user A child breathing too heavily in china could infuriate you,"frustration, irritation, anger, cultural sensitivity, overreaction, emotional trigger, discomfort, annoyance, exasperation, intolerance"
895,When you put vienesse whirls in the same tub as the horrid cherry Bakewell 😩😭😷 #grim,"disgust, displeasure, distaste, unpleasantness, frustration, annoyance, negative reaction, food aversion, emotional discomfort, unhappiness"
896,Suicide Blast killed 11 people in Cameroon. #bomb #attack   #security #explosion,"tragedy, violence, terrorism, loss of life, shock, fear, grief, anger, security threat, emergency, mourning, devastation, danger, public safety, terror attack"
897,Isis was not defeated in #Mosul. It just changed its address to #Libya.  #Egypt #Sinai,"resilience of Isis, ongoing threat of terrorism, displacement of conflict, concern for regional security, fear of Isis expansion, warning about Isis presence, emotional impact of terrorism, awareness of geopolitical shifts, anxiety over Isis activities, alertness to security challenges"
898,@user This is the most fucking cursed FEHeroes unit I've ever had the displeasure of seeing,"disgust, displeasure, frustration, annoyance, negative reaction, strong dislike, cursed unit, emotional intensity, criticism, exasperation"
899,One day someone will change ur perspective from bitter to sweet from broken to complete,"hope, transformation, healing, emotional change, optimism, renewal, completeness, overcoming bitterness, personal growth, positive change, emotional recovery, finding happiness, restoration, love and support, inner peace"
900,'I'm #angry so I'm going to make you #spend #money on #me.' - @ Me\n#PrimeDay,"anger, demanding, assertiveness, financial pressure, self-centeredness, frustration, humor, social media expression, consumerism, Prime Day shopping"
901,@user Ur so flippin funny!!! I love it!!! #burning!!!,"humorous, enthusiastic, playful, affectionate, excited, amused, energetic, friendly, lighthearted, expressive"
902,And my mind and my soul. Who made him substitute for my brothers and near me for all the beautiful days and I found you lost and grabbed,"emotional longing, sense of loss, search for connection, yearning for companionship, feeling of substitution, nostalgia for past, emotional vulnerability, seeking comfort, deep emotional bond, feeling of being lost"
903,It's a #blessing to love it's a blessing to have someone to love,"gratitude, love, blessing, appreciation, joy, emotional warmth, positive feelings, thankfulness, affection, happiness"
904,another chunk of #antarctic the size of #wales broke off. The #glee of knowing humans deserve their #extinction. #climatechange,"Antarctic ice chunk breaking off, Size comparison to Wales, Glee about environmental events, Humans deserving extinction, Climate change impact, Environmental destruction, Emotional response to climate change, Negative view on humanity, Global warming consequences, Ecological crisis"
905,"and I don't want to spread it all over my twitter. It's my choice, but I, at least, needed to say this as I don't want to worry people.","desire for privacy, concern about oversharing, personal boundaries, emotional restraint, consideration for others' feelings, avoiding causing worry, expressing personal choice, managing emotional disclosure"
906,It's an #outrage that airports don't have smoking rooms in the departures area.,"frustration about airport policies, disappointment with lack of smoking rooms, anger over airport facilities, desire for designated smoking areas, criticism of airport amenities, emotional response to airport regulations, dissatisfaction with airport environment"
907,@user I don't have a TV in my room 😟,"feeling left out, mild sadness, disappointment, expressing lack, missing out, emotional vulnerability, seeking empathy, personal sharing, loneliness, frustration"
908,@user @user I never knew the situation was so dire!,"shock, surprise, concern, alarm, realization, urgency, disbelief, emotional distress, unexpected news, seriousness"
909,"@user @user That's a fucking outrage. Yeah, the frowny-face rating doesn't exactly cover it.","anger, frustration, outrage, disappointment, dissatisfaction, emotional intensity, strong negative reaction, expressing displeasure, emphatic criticism, emotional upset"
910,"@user Everyone in the world uses the word #terror so it serves his own purpose, that's not only in the #GCC the case...","global usage of 'terror', subjective interpretation of terror, emotional impact of the word terror, terror in the GCC region, personal motives behind word choice, perception of terror worldwide, emotional intent behind language, political or social commentary, expressing skepticism, highlighting bias in terminology"
911,KEEF\n \n #annoyed! cant make me bursting out it's not a fire tweet makes me and then blocking people in the joints is too,"annoyance, frustration, defiance, irritation, anger, social media conflict, blocking users, emotional outburst"
912,"@user Bholenath ne apna Gussa toh nikaalna hai. Either the government helps take out Terrorism and do HIS work, Or the wrath is on GOVT","anger, frustration, demand for action, divine wrath, government accountability, urgency, call for justice, discontent with terrorism, expectation of protection, threat of consequences"
913,Summer Sale! BOGO 50% OFF everything in our retail showroom! Valid thru 7/15 mix &amp; match...equal or lesser value #BOGO #ragegrafix,"excitement, urgency, enthusiasm, promotion, discount, summer sale, limited time offer, shopping incentive, value deal, encouragement to buy, positive emotion, customer engagement, retail excitement, special offer, sales event"
914,"Well, my minds officially blown after that #GameOfThrones #GoT #GoTS7e6 #WhiteWalkers #crying","shock, amazement, emotional impact, surprise, intense reaction, sadness, grief, disbelief, dramatic event, emotional overwhelm, fan excitement, TV show impact, Game of Thrones emotions, White Walkers effect, episode 6 season 7 reaction"
915,Hmmmm. Seems we only had 14 punters vote in #S20Cup. 163 followers and only 14 punters at the track. #disappointing :(,"disappointment, low engagement, frustration, lack of participation, underwhelming turnout, social media disappointment, fan apathy, unmet expectations, concern about support, expressing dissatisfaction"
916,Real Q abt #DonaldTrumpJr mtg not being asked- did they show him proof of #trumpdossier &amp; threaten to blackmail #resistance #Putinspuppet,"suspicion, conspiracy, fear of blackmail, political distrust, accusation, paranoia, resistance movement, political tension, concern about evidence, controversy, anxiety, distrust of political figures, fear of manipulation, political intrigue"
917,@user stand up to #sexism - let people #die for lack of funds - but make sure you stand up against #sexism-are they #mad in #Ludlow,"standing up against sexism, condemning sexism, frustration with sexism, criticism of societal priorities, anger about funding issues, concern about people dying due to lack of funds, questioning sanity of Ludlow community, emotional appeal to fight sexism, highlighting injustice, expressing outrage"
918,Unrealistic expectations attract disappointment. And that's what you were #disappointment #sad,"unrealistic expectations, disappointment, sadness, emotional pain, letdown, frustration, hopelessness, negative emotions, emotional struggle, feeling down"
919,"Yuko is best known for her cheery personality, dimply smile and prominent squirrel teeth. | She hates ballons. #OshimaYuko","cheery personality, dimply smile, prominent squirrel teeth, dislike of balloons, playful character, unique physical traits, emotional contrast, personal dislike, lighthearted tone"
920,Well seeing the #Eclipse2017 was #amazing really cool even though it only lasted 2 mins,"awe, excitement, wonder, joy, appreciation, enthusiasm, brief experience, natural phenomenon, memorable event, positive emotion"
921,A bitter woman says 'All men are the same'\n\nA wise woman decides to stop choosing the same kind of men.,"bitterness, generalization about men, emotional pain, wisdom, self-awareness, personal growth, breaking negative patterns, relationship reflection, empowerment, change in perspective, learning from experience, emotional resilience"
922,To go back in time to the 1st grade so you can walk up and shove your bully on the playground. Little asshole.\n#StupidReasonsToUseTimeTravel,"nostalgia, regret, revenge, childhood trauma, bullying, anger, frustration, humor, time travel fantasy, justice, empowerment, resentment, playground memories, defiance, retrospective wish"
923,Depression sucks #getHelp,"expressing frustration, acknowledging depression, encouraging help, seeking support, mental health awareness, emotional struggle, call to action, hope for recovery"
924,That new Kask aero helmet is grim. Especially in yellow. Looks like a safety hard hat ... #TDF #healthandsafety,"disapproval, criticism, negative opinion, aesthetic dissatisfaction, mockery, sarcasm, humor, skepticism, concern about appearance, comparison to safety equipment, emotional detachment, informal tone"
925,I'm really upset that it's been 5 years and you still haven't followed me back 😩 @user why you do this to me solána?? 😭,"feeling upset, disappointment, longing for reciprocation, emotional hurt, frustration, sadness, unrequited attention, seeking acknowledgment, expressing vulnerability, emotional plea"
926,"Not all people are #concern, some are just enjoying seeing people in #miserable.","indifference to others' suffering, schadenfreude, lack of empathy, enjoyment of others' misery, emotional detachment, concern versus apathy, human emotional complexity, observation of human behavior"
927,@user This pain is restless even if my eyes are closed. I wish I never had won the race as a sperm.,"restless pain, emotional turmoil, regret, existential despair, wishing for non-existence, deep sadness, inner suffering, mental anguish, feeling trapped, hopelessness"
928,Studio window open- terrible smell of cooking from somewhere,"discomfort, annoyance, unpleasant odor, disturbance, irritation, sensory displeasure, environmental nuisance, unwanted smell, frustration, negative sensory experience"
929,@user I'd never leave the couch again! #excited and #weary ❤️,"excitement, weariness, contentment, affection, comfort, relaxation, joy, tiredness, coziness, happiness"
930,@user @user How does this sorry excuse\n for a human being George Soros get away with all his #hatred filled #riots #shameful,"anger, hatred, accusation, frustration, disgust, condemnation, outrage, blame, resentment, moral indignation"
931,@user #killerspresale - How is it fair that people have bought multiple tickets and are re-selling them at twice the price? #angry,"frustration about ticket reselling, anger towards unfair ticket sales, discontent with multiple ticket purchases, concern over ticket price inflation, criticism of ticket scalping, feeling of unfairness in event access, resentment towards profiteering, outrage at ticket resale practices"
932,@user #shows how #irritated @user #brandkrk is #feeling for his #community #brothers! So #Helpless 🙈🙈🙈 #ShameOnBhakts,"irritation, frustration, helplessness, community solidarity, disappointment, anger, shame, social media expression, emotional outburst, support for community"
933,The Audacity of Rampant Government!  #threaten,"anger, frustration, fear, distrust, opposition to government, concern about government overreach, alarm, defiance, criticism of authority, political dissent"
934,"You can't change who people are, but you can love them #sadly","acceptance, unconditional love, resignation, emotional struggle, sadness, compassion, realism, love despite flaws, emotional pain, heartfelt, melancholy"
935,@user Ya one time I was like hey daddy queue up with me I can make you wild growth and he was like nice try lulu abuser 😞,"playful teasing, affectionate banter, mild disappointment, humorous interaction, casual conversation, friendly joking, lighthearted sarcasm, expressing frustration, informal communication, emotional vulnerability"
936,I am so freaking annoyed that he constantly feels the need to be a time in my life where I'd be happy with just one monitor on my PC,"frustration, annoyance, irritation, feeling overwhelmed, desire for simplicity, emotional exhaustion, discontent with complexity, need for peace, stress from multitasking, longing for minimalism"
937,@user Oh my lord no I just be letting him hit himself cause he throws himself on the floor and throw tantrums 🤦🏽‍♀️,"frustration, exasperation, amusement, resignation, parental challenge, humor in parenting, tolerance, child tantrums, self-inflicted tantrums, overwhelmed feeling"
938,Yay... a big shout out for my friend @user . Welcoming her back on twitter. She a terrific writer. Stay tuned for tweets.,"celebration, friendship, warm welcome, excitement, appreciation, anticipation, support, enthusiasm, positive recognition, encouragement"
939,"Longing to see Your face, Christ Jesus, I rejoice in the anticipation of Your coming again!","longing for Christ Jesus, anticipation of Jesus' coming, joyful expectation, spiritual yearning, devotional hope, eager awaiting, rejoicing in faith, emotional devotion, hopeful anticipation, expressing love for Christ"
940,@user @user Why is this even a thing? #lost,"confusion, frustration, disbelief, annoyance, exasperation, puzzlement, questioning, discontent, perplexity, irritation"
941,Pretty upset with people bashing @user @user cast of 'the Know' catering to kids instead of gamers? lost respect..,"upset, disappointed, frustration, loss of respect, criticism, defensiveness, concern about audience, anger, disapproval, emotional hurt"
942,I'm extra lazy today 😟,"feeling lazy, lack of motivation, emotional fatigue, self-awareness, mild frustration, low energy, apathy, expressing vulnerability, feeling down, emotional honesty"
943,@user Here we go can't wait to see how much shit she chats😴,"anticipation, skepticism, impatience, dismissiveness, sarcasm, boredom, mockery, curiosity"
944,@user @user Is it about rabid penguins on a plane,"humor, absurdity, playfulness, curiosity, surprise, whimsy, lightheartedness, imagination, sarcasm, exaggeration"
945,Hoping the Giant ice that broke off will cool the ocean and bring back the Great Barrier Reef #optimism #amirighttho #sigh,"hope, optimism, environmental concern, climate change, ocean cooling, Great Barrier Reef restoration, mixed feelings, sigh, uncertainty, environmental awareness"
946,3 hours of hell again. #anxiety. At this point I'm convinced I'll never get an on site job again or play keyboards live.,"anxiety, fear of failure, job insecurity, performance anxiety, hopelessness, self-doubt, stress, career uncertainty, emotional distress, loss of confidence, frustration, fear of public performance, mental exhaustion, negative self-perception"
947,@user There should need to take serious action over terrorism sir,"serious action, terrorism, urgent response, concern, call to action, public safety, security threat, demand for intervention, emotional urgency, fear of terrorism"
948,Boom pagod 😡,"frustration, anger, exhaustion, irritation, emotional fatigue"
949,@user @user Inexplicably well paid talking head who lectures in impenetrable consultu-speak #dire,"frustration, sarcasm, criticism, disdain, confusion, mockery, resentment, irritation, disapproval, cynicism"
